code,disease,category
G9228,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9230,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9231,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9242,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9243,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9246,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9247,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9254,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9255,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9273,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9274,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9275,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9276,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9277,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9278,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9279,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9280,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9281,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9282,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9283,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9284,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9285,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9286,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9287,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9288,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9289,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9290,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9291,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9292,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9293,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9294,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9295,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9296,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9297,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9298,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9299,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9305,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9306,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9307,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9308,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9309,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9310,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9311,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9312,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9313,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9314,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9315,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9316,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9317,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9318,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9319,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9321,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9322,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9341,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9342,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9344,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9345,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9347,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9351,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9352,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9353,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9354,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9355,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9356,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9357,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9358,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9361,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9364,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9367,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9368,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9380,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9382,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9383,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9384,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9385,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9386,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9393,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9394,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9395,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9396,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9402,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9403,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9404,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9405,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9406,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9407,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9408,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9409,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9410,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9411,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9412,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9413,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9414,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9415,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9416,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9417,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9418,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9419,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9420,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9421,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9422,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9423,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9424,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9425,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9426,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9427,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9428,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9429,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9430,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9431,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9432,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9434,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9452,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9455,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9456,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9457,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9458,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9459,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9460,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9468,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9470,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9471,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9473,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9474,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9475,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9476,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9477,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9478,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9479,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9480,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9481,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9482,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9483,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9484,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9485,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9486,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9487,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9488,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9489,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9490,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9497,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9498,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9500,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9501,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9502,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9504,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9505,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9507,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9508,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9509,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9510,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9511,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9512,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9513,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9514,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9515,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9516,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9517,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9518,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9519,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9520,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9521,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9522,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9529,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9530,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9531,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9533,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9537,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9539,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9540,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9541,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9542,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9543,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9544,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9547,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9548,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9549,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9550,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9551,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9552,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9553,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9554,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9555,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9556,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9557,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9580,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9582,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9593,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9594,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9595,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9597,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9598,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9599,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9603,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9604,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9605,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9606,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9607,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9608,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9609,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9610,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9611,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9621,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9622,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9624,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9625,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9626,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9627,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9628,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9629,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9630,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9637,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9638,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9642,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9643,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9644,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9645,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9646,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9648,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9649,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9651,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9654,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9655,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9656,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9658,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9659,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9660,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9661,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9662,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9663,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9664,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9665,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9674,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9675,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9676,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9679,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9680,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9681,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9682,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9683,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9684,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9685,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9687,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9688,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9689,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9690,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9691,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9692,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9693,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9694,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9695,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9696,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9698,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9699,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9700,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9702,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9703,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9704,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9705,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9706,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9707,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9708,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9709,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9710,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9711,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9712,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9713,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9714,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9716,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9717,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9719,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9720,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9721,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9722,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9723,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9724,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9726,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9727,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9728,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9729,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9730,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9731,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9732,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9733,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9734,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9735,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9736,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9737,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9740,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9741,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9744,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9745,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9746,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9751,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9752,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9753,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
G9754,"""Additional Assorted Quality Measures .Administrative. social. and other medical services""",Medical Equipment and Supplies
